cor_name,x,y
SD8040,0.06241,-0.02202
SD8040,0.09046,-0.02413
SD8040,0.12317,-0.02546
SD8040,0.16023,-0.02609
SD8040,0.20125,-0.0261
SD8040,0.24576,-0.02558
SD8040,0.29326,-0.02456
SD8040,0.34324,-0.02311
SD8040,0.39513,-0.0213
SD8040,0.44836,-0.01921
SD8040,0.50232,-0.0169
SD8040,0.5564,-0.01445
SD8040,0.60999,-0.01193
SD8040,0.66249,-0.00943
SD8040,0.71327,-0.00704
SD8040,0.76174,-0.00487
SD8040,0.80726,-0.00301
SD8040,0.84921,-0.00153
SD8040,0.887,-0.00044
SD8040,0.9201,0.00026
SD8040,0.94803,0.00062
SD8040,0.97036,0.00064
SD8040,0.98668,0.00044
SD8040,0.99665,0.00014
SD8040,1.0,0.0
SPICA,1.0,0.0
SPICA,0.95,0.01195
SPICA,0.9,0.0227
SPICA,0.85,0.03275
SPICA,0.8,0.0426
SPICA,0.75,0.05238
SPICA,0.7,0.0619
SPICA,0.65,0.07107
SPICA,0.6,0.0797
SPICA,0.55,0.08773
SPICA,0.5,0.0949
SPICA,0.45,0.10053
SPICA,0.4,0.10415
SPICA,0.35,0.10583
SPICA,0.3,0.1053
SPICA,0.25,0.10242
SPICA,0.2,0.0969
SPICA,0.15,0.08805
SPICA,0.1,0.074
SPICA,0.08,0.06634
SPICA,0.06,0.05704
SPICA,0.04,0.0456
SPICA,0.02,0.03042
SPICA,0.01,0.02053
SPICA,0.0,0.0
SPICA,0.01,-0.0128
SPICA,0.02,-0.0151
SPICA,0.04,-0.01632
SPICA,0.06,-0.0159
SPICA,0.08,-0.01564
SPICA,0.1,-0.0153
SPICA,0.15,-0.01445
SPICA,0.2,-0.0136
SPICA,0.25,-0.01275
SPICA,0.3,-0.0119
SPICA,0.35,-0.01105
SPICA,0.4,-0.0102
SPICA,0.45,-0.00935
SPICA,0.5,-0.0085
SPICA,0.55,-0.00765
SPICA,0.6,-0.0068
SPICA,0.65,-0.00595
SPICA,0.7,-0.0051
SPICA,0.75,-0.00425
SPICA,0.8,-0.0034
SPICA,0.85,-0.00255
SPICA,0.9,-0.0017
SPICA,0.95,-0.00085
SPICA,1.0,0.0
WB13535,1.0,0.0
WB13535,0.95,0.012
WB13535,0.9,0.0231
WB13535,0.85,0.03425
WB13535,0.8,0.045
WB13535,0.75,0.0551
WB13535,0.7,0.06465
WB13535,0.65,0.0736
WB13535,0.6,0.08175
WB13535,0.55,0.08875
WB13535,0.5,0.09425
WB13535,0.45,0.0979
WB13535,0.4,0.09975
WB13535,0.35,0.1
WB13535,0.3,0.099
WB13535,0.275,0.098
WB13535,0.25,0.0966
WB13535,0.225,0.0947
WB13535,0.2,0.092
WB13535,0.175,0.08825
WB13535,0.15,0.08325
WB13535,0.125,0.077
WB13535,0.1,0.06915
WB13535,0.075,0.059
WB13535,0.05,0.0465
WB13535,0.025,0.03
WB13535,0.0125,0.01875
WB13535,0.0,0.0
WB13535,0.0125,-0.012
WB13535,0.025,-0.018
WB13535,0.05,-0.0267
WB13535,0.075,-0.03275
WB13535,0.1,-0.03685
WB13535,0.125,-0.0393
WB13535,0.15,-0.0405
WB13535,0.175,-0.04085
WB13535,0.2,-0.0406
WB13535,0.225,-0.03995
WB13535,0.25,-0.0389
WB13535,0.275,-0.0375
WB13535,0.3,-0.03575
WB13535,0.35,-0.03185
WB13535,0.4,-0.02775
WB13535,0.45,-0.0235
WB13535,0.5,-0.01925
WB13535,0.55,-0.01532
WB13535,0.6,-0.012
WB13535,0.65,-0.0094
WB13535,0.7,-0.0075
WB13535,0.75,-0.006
WB13535,0.8,-0.005
WB13535,0.85,-0.004
WB13535,0.9,-0.00325
WB13535,0.95,-0.0025
WB13535,1.0,0.0
WB14035,1.0,0.0025
WB14035,0.95,0.01475
WB14035,0.9,0.02775
WB14035,0.85,0.04
WB14035,0.8,0.0515
WB14035,0.75,0.06275
WB14035,0.7,0.071
WB14035,0.65,0.083
WB14035,0.6,0.091
WB14035,0.55,0.09725
WB14035,0.5,0.10125
WB14035,0.45,0.10365
WB14035,0.4,0.1045
WB14035,0.35,0.1045
WB14035,0.3,0.10225
WB14035,0.275,0.1005
WB14035,0.25,0.09775
WB14035,0.225,0.0955
WB14035,0.2,0.09225
WB14035,0.175,0.0883
WB14035,0.15,0.08325
WB14035,0.125,0.077
WB14035,0.1,0.0695
WB14035,0.075,0.059
WB14035,0.05,0.0463
WB14035,0.025,0.03
WB14035,0.0125,0.01875
WB14035,0.0,0.0
WB14035,0.0125,-0.0135
WB14035,0.025,-0.018
WB14035,0.05,-0.0265
WB14035,0.075,-0.03275
WB14035,0.1,-0.03675
WB14035,0.125,-0.0395
WB14035,0.15,-0.0405
WB14035,0.175,-0.04075
WB14035,0.2,-0.0405
WB14035,0.225,-0.04025
WB14035,0.25,-0.0395
WB14035,0.275,-0.038
WB14035,0.3,-0.037
WB14035,0.35,-0.03475
WB14035,0.4,-0.03225
WB14035,0.45,-0.02975
WB14035,0.5,-0.0275
WB14035,0.55,-0.02475
WB14035,0.6,-0.02275
WB14035,0.65,-0.0205
WB14035,0.7,-0.018
WB14035,0.75,-0.01575
WB14035,0.8,-0.013
WB14035,0.85,-0.01025
WB14035,0.9,-0.008
WB14035,0.95,-0.005
WB14035,1.0,-0.0025
