volume,file,airfoil_label,asb_name,builder,config,comment,xtr_upper,xtr_lower,Re,alpha,CL,CD,run_file
vol4,fx63137_c_drg.txt,FX 63-137 (C),fx63137,Y. Tinel,clean,clean,,,149988,0.03,0.761,0.0213,bm04999.dat
vol4,fx63137_c_drg.txt,FX 63-137 (C),fx63137,Y. Tinel,clean,clean,,,149988,1.08,0.849,0.0221,bm04999.dat
vol4,fx63137_c_drg.txt,FX 63-137 (C),fx63137,Y. Tinel,clean,clean,,,149988,2.1,0.946,0.0221,bm04999.dat
vol4,fx63137_c_drg.txt,FX 63-137 (C),fx63137,Y. Tinel,clean,clean,,,149988,3.12,1.043,0.0219,bm04999.dat
vol4,fx63137_c_drg.txt,FX 63-137 (C),fx63137,Y. Tinel,clean,clean,,,149988,4.14,1.137,0.0215,bm04999.dat
vol4,fx63137_c_drg.txt,FX 63-137 (C),fx63137,Y. Tinel,clean,clean,,,149988,5.17,1.243,0.0216,bm04999.dat
vol4,fx63137_c_drg.txt,FX 63-137 (C),fx63137,Y. Tinel,clean,clean,,,149988,6.14,1.345,0.0218,bm04999.dat
vol4,fx63137_c_drg.txt,FX 63-137 (C),fx63137,Y. Tinel,clean,clean,,,149988,7.22,1.45,0.0224,bm04999.dat
vol4,fx63137_c_drg.txt,FX 63-137 (C),fx63137,Y. Tinel,clean,clean,,,149988,8.26,1.535,0.0234,bm04999.dat
vol4,fx63137_c_drg.txt,FX 63-137 (C),fx63137,Y. Tinel,clean,clean,,,149988,9.28,1.611,0.0249,bm04999.dat
vol4,fx63137_c_drg.txt,FX 63-137 (C),fx63137,Y. Tinel,clean,clean,,,149988,10.31,1.668,0.0274,bm04999.dat
vol4,fx63137_c_drg.txt,FX 63-137 (C),fx63137,Y. Tinel,clean,clean,,,149988,11.27,1.704,0.032,bm04999.dat
vol4,fx63137_c_drg.txt,FX 63-137 (C),fx63137,Y. Tinel,clean,clean,,,149988,12.32,1.708,0.0413,bm04999.dat
vol4,fx63137_c_drg.txt,FX 63-137 (C),fx63137,Y. Tinel,clean,clean,,,149988,13.25,1.697,0.0542,bm04999.dat
vol4,fx63137_c_drg.txt,FX 63-137 (C),fx63137,Y. Tinel,clean,clean,,,200082,-7.13,-0.078,0.0888,bm05001.dat
vol4,fx63137_c_drg.txt,FX 63-137 (C),fx63137,Y. Tinel,clean,clean,,,200082,-6.11,0.112,0.028,bm05001.dat
vol4,fx63137_c_drg.txt,FX 63-137 (C),fx63137,Y. Tinel,clean,clean,,,200082,-5.07,0.244,0.0198,bm05001.dat
vol4,fx63137_c_drg.txt,FX 63-137 (C),fx63137,Y. Tinel,clean,clean,,,200082,-4.04,0.358,0.0169,bm05001.dat
vol4,fx63137_c_drg.txt,FX 63-137 (C),fx63137,Y. Tinel,clean,clean,,,200082,-3.06,0.476,0.0142,bm05001.dat
vol4,fx63137_c_drg.txt,FX 63-137 (C),fx63137,Y. Tinel,clean,clean,,,200082,-2.01,0.588,0.0146,bm05001.dat
vol4,fx63137_c_drg.txt,FX 63-137 (C),fx63137,Y. Tinel,clean,clean,,,200082,-1.0,0.687,0.0154,bm05001.dat
vol4,fx63137_c_drg.txt,FX 63-137 (C),fx63137,Y. Tinel,clean,clean,,,200082,0.05,0.786,0.016,bm05001.dat
vol4,fx63137_c_drg.txt,FX 63-137 (C),fx63137,Y. Tinel,clean,clean,,,200082,1.12,0.889,0.0165,bm05001.dat
vol4,fx63137_c_drg.txt,FX 63-137 (C),fx63137,Y. Tinel,clean,clean,,,200082,2.09,0.988,0.0167,bm05001.dat
vol4,fx63137_c_drg.txt,FX 63-137 (C),fx63137,Y. Tinel,clean,clean,,,200082,3.12,1.087,0.017,bm05001.dat
vol4,fx63137_c_drg.txt,FX 63-137 (C),fx63137,Y. Tinel,clean,clean,,,200082,4.18,1.195,0.0173,bm05001.dat
vol4,fx63137_c_drg.txt,FX 63-137 (C),fx63137,Y. Tinel,clean,clean,,,200082,5.19,1.291,0.0172,bm05001.dat
vol4,fx63137_c_drg.txt,FX 63-137 (C),fx63137,Y. Tinel,clean,clean,,,200082,6.19,1.39,0.0179,bm05001.dat
vol4,fx63137_c_drg.txt,FX 63-137 (C),fx63137,Y. Tinel,clean,clean,,,200082,7.25,1.484,0.019,bm05001.dat
vol4,fx63137_c_drg.txt,FX 63-137 (C),fx63137,Y. Tinel,clean,clean,,,200082,8.25,1.567,0.0201,bm05001.dat
vol4,fx63137_c_drg.txt,FX 63-137 (C),fx63137,Y. Tinel,clean,clean,,,200082,9.24,1.634,0.0219,bm05001.dat
vol4,fx63137_c_drg.txt,FX 63-137 (C),fx63137,Y. Tinel,clean,clean,,,200082,10.24,1.693,0.0252,bm05001.dat
vol4,fx63137_c_drg.txt,FX 63-137 (C),fx63137,Y. Tinel,clean,clean,,,200082,11.3,1.722,0.0305,bm05001.dat
vol4,fx63137_c_drg.txt,FX 63-137 (C),fx63137,Y. Tinel,clean,clean,,,200082,12.26,1.721,0.0403,bm05001.dat
vol4,fx63137_c_drg.txt,FX 63-137 (C),fx63137,Y. Tinel,clean,clean,,,200082,13.28,1.709,0.0571,bm05001.dat
vol4,fx63137_c_drg.txt,FX 63-137 (C),fx63137,Y. Tinel,clean,clean,,,200082,14.27,1.703,0.0762,bm05001.dat
vol4,fx63137_c_drg.txt,FX 63-137 (C),fx63137,Y. Tinel,clean,clean,,,349958,-8.22,-0.127,0.1162,bm05003.dat
vol4,fx63137_c_drg.txt,FX 63-137 (C),fx63137,Y. Tinel,clean,clean,,,349958,-7.15,-0.029,0.0709,bm05003.dat
vol4,fx63137_c_drg.txt,FX 63-137 (C),fx63137,Y. Tinel,clean,clean,,,349958,-6.16,0.13,0.0189,bm05003.dat
vol4,fx63137_c_drg.txt,FX 63-137 (C),fx63137,Y. Tinel,clean,clean,,,349958,-5.09,0.25,0.0145,bm05003.dat
vol4,fx63137_c_drg.txt,FX 63-137 (C),fx63137,Y. Tinel,clean,clean,,,349958,-4.0,0.374,0.0126,bm05003.dat
vol4,fx63137_c_drg.txt,FX 63-137 (C),fx63137,Y. Tinel,clean,clean,,,349958,-3.06,0.486,0.0109,bm05003.dat
vol4,fx63137_c_drg.txt,FX 63-137 (C),fx63137,Y. Tinel,clean,clean,,,349958,-2.03,0.605,0.0104,bm05003.dat
vol4,fx63137_c_drg.txt,FX 63-137 (C),fx63137,Y. Tinel,clean,clean,,,349958,-0.97,0.72,0.0107,bm05003.dat
vol4,fx63137_c_drg.txt,FX 63-137 (C),fx63137,Y. Tinel,clean,clean,,,349958,0.06,0.83,0.0113,bm05003.dat
vol4,fx63137_c_drg.txt,FX 63-137 (C),fx63137,Y. Tinel,clean,clean,,,349958,1.08,0.931,0.0117,bm05003.dat
vol4,fx63137_c_drg.txt,FX 63-137 (C),fx63137,Y. Tinel,clean,clean,,,349958,2.11,1.038,0.0121,bm05003.dat
vol4,fx63137_c_drg.txt,FX 63-137 (C),fx63137,Y. Tinel,clean,clean,,,349958,3.15,1.15,0.0125,bm05003.dat
vol4,fx63137_c_drg.txt,FX 63-137 (C),fx63137,Y. Tinel,clean,clean,,,349958,4.11,1.244,0.0131,bm05003.dat
vol4,fx63137_c_drg.txt,FX 63-137 (C),fx63137,Y. Tinel,clean,clean,,,349958,5.11,1.343,0.0138,bm05003.dat
vol4,fx63137_c_drg.txt,FX 63-137 (C),fx63137,Y. Tinel,clean,clean,,,349958,6.19,1.438,0.0145,bm05003.dat
vol4,fx63137_c_drg.txt,FX 63-137 (C),fx63137,Y. Tinel,clean,clean,,,349958,7.25,1.521,0.0153,bm05003.dat
vol4,fx63137_c_drg.txt,FX 63-137 (C),fx63137,Y. Tinel,clean,clean,,,349958,8.27,1.6,0.0172,bm05003.dat
vol4,fx63137_c_drg.txt,FX 63-137 (C),fx63137,Y. Tinel,clean,clean,,,349958,9.31,1.66,0.0196,bm05003.dat
vol4,fx63137_c_drg.txt,FX 63-137 (C),fx63137,Y. Tinel,clean,clean,,,349958,10.24,1.701,0.0235,bm05003.dat
vol4,fx63137_c_drg.txt,FX 63-137 (C),fx63137,Y. Tinel,clean,clean,,,349958,11.3,1.719,0.0311,bm05003.dat
vol4,fx63137_c_drg.txt,FX 63-137 (C),fx63137,Y. Tinel,clean,clean,,,349958,12.24,1.721,0.0439,bm05003.dat
vol4,fx63137_c_drg.txt,FX 63-137 (C),fx63137,Y. Tinel,clean,clean,,,349958,13.22,1.721,0.0614,bm05003.dat
vol4,fx63137_c_drg.txt,FX 63-137 (C),fx63137,Y. Tinel,clean,clean,,,349958,14.29,1.719,0.0812,bm05003.dat
vol4,fx63137_c_drg.txt,FX 63-137 (C),fx63137,Y. Tinel,clean,clean,,,499818,-8.29,-0.123,0.1132,bm05005.dat
vol4,fx63137_c_drg.txt,FX 63-137 (C),fx63137,Y. Tinel,clean,clean,,,499818,-7.15,-0.0,0.055,bm05005.dat
vol4,fx63137_c_drg.txt,FX 63-137 (C),fx63137,Y. Tinel,clean,clean,,,499818,-6.11,0.147,0.0148,bm05005.dat
vol4,fx63137_c_drg.txt,FX 63-137 (C),fx63137,Y. Tinel,clean,clean,,,499818,-5.08,0.259,0.0123,bm05005.dat
vol4,fx63137_c_drg.txt,FX 63-137 (C),fx63137,Y. Tinel,clean,clean,,,499818,-4.09,0.381,0.0108,bm05005.dat
vol4,fx63137_c_drg.txt,FX 63-137 (C),fx63137,Y. Tinel,clean,clean,,,499818,-2.98,0.507,0.0094,bm05005.dat
vol4,fx63137_c_drg.txt,FX 63-137 (C),fx63137,Y. Tinel,clean,clean,,,499818,-1.96,0.63,0.0087,bm05005.dat
vol4,fx63137_c_drg.txt,FX 63-137 (C),fx63137,Y. Tinel,clean,clean,,,499818,-1.05,0.725,0.009,bm05005.dat
vol4,fx63137_c_drg.txt,FX 63-137 (C),fx63137,Y. Tinel,clean,clean,,,499818,0.07,0.841,0.0096,bm05005.dat
vol4,fx63137_c_drg.txt,FX 63-137 (C),fx63137,Y. Tinel,clean,clean,,,499818,1.11,0.948,0.01,bm05005.dat
vol4,fx63137_c_drg.txt,FX 63-137 (C),fx63137,Y. Tinel,clean,clean,,,499818,2.1,1.052,0.0106,bm05005.dat
vol4,fx63137_c_drg.txt,FX 63-137 (C),fx63137,Y. Tinel,clean,clean,,,499818,3.17,1.162,0.0109,bm05005.dat
vol4,fx63137_c_drg.txt,FX 63-137 (C),fx63137,Y. Tinel,clean,clean,,,499818,4.25,1.274,0.0116,bm05005.dat
vol4,fx63137_c_drg.txt,FX 63-137 (C),fx63137,Y. Tinel,clean,clean,,,499818,5.14,1.36,0.0124,bm05005.dat
vol4,fx63137_c_drg.txt,FX 63-137 (C),fx63137,Y. Tinel,clean,clean,,,499818,6.2,1.459,0.0135,bm05005.dat
vol4,fx63137_c_drg.txt,FX 63-137 (C),fx63137,Y. Tinel,clean,clean,,,499818,7.26,1.547,0.0147,bm05005.dat
vol4,fx63137_c_drg.txt,FX 63-137 (C),fx63137,Y. Tinel,clean,clean,,,499818,8.26,1.617,0.0166,bm05005.dat
vol4,fx63137_c_drg.txt,FX 63-137 (C),fx63137,Y. Tinel,clean,clean,,,499818,9.27,1.673,0.0197,bm05005.dat
vol4,fx63137_c_drg.txt,FX 63-137 (C),fx63137,Y. Tinel,clean,clean,,,499818,10.28,1.704,0.0249,bm05005.dat
vol4,fx63137_c_drg.txt,FX 63-137 (C),fx63137,Y. Tinel,clean,clean,,,499818,11.26,1.717,0.0338,bm05005.dat
vol4,fx63137_c_drg.txt,FX 63-137 (C),fx63137,Y. Tinel,clean,clean,,,499818,12.32,1.722,0.0505,bm05005.dat
vol4,fx63137_c_drg.txt,FX 63-137 (C),fx63137,Y. Tinel,clean,clean,,,499818,13.31,1.723,0.0675,bm05005.dat
vol4,fx63137_c_drg.txt,FX 63-137 (C),fx63137,Y. Tinel,clean,clean,,,499818,14.24,1.721,0.08,bm05005.dat
vol4,fx63137_tf_drg.txt,FX 63-137 (C),fx63137,Y. Tinel,tripped,"'u.s.t. located at 2% chord, l.s.t. located at 5% chord'",0.02,0.05,100069,-7.26,-0.323,0.144,bm05007.dat
vol4,fx63137_tf_drg.txt,FX 63-137 (C),fx63137,Y. Tinel,tripped,"'u.s.t. located at 2% chord, l.s.t. located at 5% chord'",0.02,0.05,100069,-6.23,-0.301,0.1257,bm05007.dat
vol4,fx63137_tf_drg.txt,FX 63-137 (C),fx63137,Y. Tinel,tripped,"'u.s.t. located at 2% chord, l.s.t. located at 5% chord'",0.02,0.05,100069,-5.17,-0.025,0.0434,bm05007.dat
vol4,fx63137_tf_drg.txt,FX 63-137 (C),fx63137,Y. Tinel,tripped,"'u.s.t. located at 2% chord, l.s.t. located at 5% chord'",0.02,0.05,100069,-4.13,0.112,0.0368,bm05007.dat
vol4,fx63137_tf_drg.txt,FX 63-137 (C),fx63137,Y. Tinel,tripped,"'u.s.t. located at 2% chord, l.s.t. located at 5% chord'",0.02,0.05,100069,-3.07,0.258,0.0357,bm05007.dat
vol4,fx63137_tf_drg.txt,FX 63-137 (C),fx63137,Y. Tinel,tripped,"'u.s.t. located at 2% chord, l.s.t. located at 5% chord'",0.02,0.05,100069,-2.04,0.378,0.0362,bm05007.dat
vol4,fx63137_tf_drg.txt,FX 63-137 (C),fx63137,Y. Tinel,tripped,"'u.s.t. located at 2% chord, l.s.t. located at 5% chord'",0.02,0.05,100069,-1.0,0.473,0.0403,bm05007.dat
vol4,fx63137_tf_drg.txt,FX 63-137 (C),fx63137,Y. Tinel,tripped,"'u.s.t. located at 2% chord, l.s.t. located at 5% chord'",0.02,0.05,100069,-0.01,0.547,0.0456,bm05007.dat
vol4,fx63137_tf_drg.txt,FX 63-137 (C),fx63137,Y. Tinel,tripped,"'u.s.t. located at 2% chord, l.s.t. located at 5% chord'",0.02,0.05,100069,1.04,0.613,0.0532,bm05007.dat
vol4,fx63137_tf_drg.txt,FX 63-137 (C),fx63137,Y. Tinel,tripped,"'u.s.t. located at 2% chord, l.s.t. located at 5% chord'",0.02,0.05,100069,2.02,0.673,0.0592,bm05007.dat
vol4,fx63137_tf_drg.txt,FX 63-137 (C),fx63137,Y. Tinel,tripped,"'u.s.t. located at 2% chord, l.s.t. located at 5% chord'",0.02,0.05,100069,3.07,0.878,0.0405,bm05007.dat
vol4,fx63137_tf_drg.txt,FX 63-137 (C),fx63137,Y. Tinel,tripped,"'u.s.t. located at 2% chord, l.s.t. located at 5% chord'",0.02,0.05,100069,4.08,1.046,0.0283,bm05007.dat
vol4,fx63137_tf_drg.txt,FX 63-137 (C),fx63137,Y. Tinel,tripped,"'u.s.t. located at 2% chord, l.s.t. located at 5% chord'",0.02,0.05,100069,5.16,1.171,0.0246,bm05007.dat
vol4,fx63137_tf_drg.txt,FX 63-137 (C),fx63137,Y. Tinel,tripped,"'u.s.t. located at 2% chord, l.s.t. located at 5% chord'",0.02,0.05,100069,6.13,1.263,0.0235,bm05007.dat
vol4,fx63137_tf_drg.txt,FX 63-137 (C),fx63137,Y. Tinel,tripped,"'u.s.t. located at 2% chord, l.s.t. located at 5% chord'",0.02,0.05,100069,7.23,1.359,0.0242,bm05007.dat
vol4,fx63137_tf_drg.txt,FX 63-137 (C),fx63137,Y. Tinel,tripped,"'u.s.t. located at 2% chord, l.s.t. located at 5% chord'",0.02,0.05,100069,8.2,1.429,0.026,bm05007.dat
vol4,fx63137_tf_drg.txt,FX 63-137 (C),fx63137,Y. Tinel,tripped,"'u.s.t. located at 2% chord, l.s.t. located at 5% chord'",0.02,0.05,100069,9.24,1.489,0.0295,bm05007.dat
vol4,fx63137_tf_drg.txt,FX 63-137 (C),fx63137,Y. Tinel,tripped,"'u.s.t. located at 2% chord, l.s.t. located at 5% chord'",0.02,0.05,100069,10.22,1.523,0.035,bm05007.dat
vol4,fx63137_tf_drg.txt,FX 63-137 (C),fx63137,Y. Tinel,tripped,"'u.s.t. located at 2% chord, l.s.t. located at 5% chord'",0.02,0.05,100069,11.29,1.519,0.0505,bm05007.dat
vol4,fx63137_tf_drg.txt,FX 63-137 (C),fx63137,Y. Tinel,tripped,"'u.s.t. located at 2% chord, l.s.t. located at 5% chord'",0.02,0.05,100069,12.24,1.494,0.0744,bm05007.dat
vol4,fx63137_tf_drg.txt,FX 63-137 (C),fx63137,Y. Tinel,tripped,"'u.s.t. located at 2% chord, l.s.t. located at 5% chord'",0.02,0.05,100069,13.23,1.462,0.1096,bm05007.dat
vol4,fx63137_tf_drg.txt,FX 63-137 (C),fx63137,Y. Tinel,tripped,"'u.s.t. located at 2% chord, l.s.t. located at 5% chord'",0.02,0.05,150199,-7.2,-0.145,0.1164,bm05009.dat
vol4,fx63137_tf_drg.txt,FX 63-137 (C),fx63137,Y. Tinel,tripped,"'u.s.t. located at 2% chord, l.s.t. located at 5% chord'",0.02,0.05,150199,-6.13,0.037,0.046,bm05009.dat
vol4,fx63137_tf_drg.txt,FX 63-137 (C),fx63137,Y. Tinel,tripped,"'u.s.t. located at 2% chord, l.s.t. located at 5% chord'",0.02,0.05,150199,-5.1,0.198,0.0281,bm05009.dat
vol4,fx63137_tf_drg.txt,FX 63-137 (C),fx63137,Y. Tinel,tripped,"'u.s.t. located at 2% chord, l.s.t. located at 5% chord'",0.02,0.05,150199,-4.08,0.33,0.0229,bm05009.dat
vol4,fx63137_tf_drg.txt,FX 63-137 (C),fx63137,Y. Tinel,tripped,"'u.s.t. located at 2% chord, l.s.t. located at 5% chord'",0.02,0.05,150199,-3.04,0.457,0.0205,bm05009.dat
vol4,fx63137_tf_drg.txt,FX 63-137 (C),fx63137,Y. Tinel,tripped,"'u.s.t. located at 2% chord, l.s.t. located at 5% chord'",0.02,0.05,150199,-2.02,0.573,0.0194,bm05009.dat
vol4,fx63137_tf_drg.txt,FX 63-137 (C),fx63137,Y. Tinel,tripped,"'u.s.t. located at 2% chord, l.s.t. located at 5% chord'",0.02,0.05,150199,-0.99,0.678,0.0197,bm05009.dat
vol4,fx63137_tf_drg.txt,FX 63-137 (C),fx63137,Y. Tinel,tripped,"'u.s.t. located at 2% chord, l.s.t. located at 5% chord'",0.02,0.05,150199,-0.01,0.774,0.0206,bm05009.dat
vol4,fx63137_tf_drg.txt,FX 63-137 (C),fx63137,Y. Tinel,tripped,"'u.s.t. located at 2% chord, l.s.t. located at 5% chord'",0.02,0.05,150199,1.05,0.88,0.0203,bm05009.dat
vol4,fx63137_tf_drg.txt,FX 63-137 (C),fx63137,Y. Tinel,tripped,"'u.s.t. located at 2% chord, l.s.t. located at 5% chord'",0.02,0.05,150199,2.11,0.988,0.0185,bm05009.dat
vol4,fx63137_tf_drg.txt,FX 63-137 (C),fx63137,Y. Tinel,tripped,"'u.s.t. located at 2% chord, l.s.t. located at 5% chord'",0.02,0.05,150199,3.11,1.079,0.0178,bm05009.dat
vol4,fx63137_tf_drg.txt,FX 63-137 (C),fx63137,Y. Tinel,tripped,"'u.s.t. located at 2% chord, l.s.t. located at 5% chord'",0.02,0.05,150199,4.12,1.169,0.0174,bm05009.dat
vol4,fx63137_tf_drg.txt,FX 63-137 (C),fx63137,Y. Tinel,tripped,"'u.s.t. located at 2% chord, l.s.t. located at 5% chord'",0.02,0.05,150199,5.16,1.243,0.0202,bm05009.dat
vol4,fx63137_tf_drg.txt,FX 63-137 (C),fx63137,Y. Tinel,tripped,"'u.s.t. located at 2% chord, l.s.t. located at 5% chord'",0.02,0.05,150199,6.18,1.313,0.0233,bm05009.dat
vol4,fx63137_tf_drg.txt,FX 63-137 (C),fx63137,Y. Tinel,tripped,"'u.s.t. located at 2% chord, l.s.t. located at 5% chord'",0.02,0.05,150199,7.19,1.366,0.0273,bm05009.dat
vol4,fx63137_tf_drg.txt,FX 63-137 (C),fx63137,Y. Tinel,tripped,"'u.s.t. located at 2% chord, l.s.t. located at 5% chord'",0.02,0.05,150199,8.2,1.413,0.0322,bm05009.dat
vol4,fx63137_tf_drg.txt,FX 63-137 (C),fx63137,Y. Tinel,tripped,"'u.s.t. located at 2% chord, l.s.t. located at 5% chord'",0.02,0.05,150199,9.21,1.443,0.0396,bm05009.dat
vol4,fx63137_tf_drg.txt,FX 63-137 (C),fx63137,Y. Tinel,tripped,"'u.s.t. located at 2% chord, l.s.t. located at 5% chord'",0.02,0.05,150199,10.23,1.465,0.0516,bm05009.dat
vol4,fx63137_tf_drg.txt,FX 63-137 (C),fx63137,Y. Tinel,tripped,"'u.s.t. located at 2% chord, l.s.t. located at 5% chord'",0.02,0.05,150199,11.22,1.476,0.074,bm05009.dat
vol4,fx63137_tf_drg.txt,FX 63-137 (C),fx63137,Y. Tinel,tripped,"'u.s.t. located at 2% chord, l.s.t. located at 5% chord'",0.02,0.05,150199,12.23,1.484,0.0943,bm05009.dat
vol4,fx63137_tf_drg.txt,FX 63-137 (C),fx63137,Y. Tinel,tripped,"'u.s.t. located at 2% chord, l.s.t. located at 5% chord'",0.02,0.05,150199,13.22,1.486,0.1105,bm05009.dat
vol4,fx63137_tf_drg.txt,FX 63-137 (C),fx63137,Y. Tinel,tripped,"'u.s.t. located at 2% chord, l.s.t. located at 5% chord'",0.02,0.05,199966,-7.18,-0.079,0.0892,bm05011.dat
vol4,fx63137_tf_drg.txt,FX 63-137 (C),fx63137,Y. Tinel,tripped,"'u.s.t. located at 2% chord, l.s.t. located at 5% chord'",0.02,0.05,199966,-6.07,0.114,0.0287,bm05011.dat
vol4,fx63137_tf_drg.txt,FX 63-137 (C),fx63137,Y. Tinel,tripped,"'u.s.t. located at 2% chord, l.s.t. located at 5% chord'",0.02,0.05,199966,-5.1,0.235,0.0204,bm05011.dat
vol4,fx63137_tf_drg.txt,FX 63-137 (C),fx63137,Y. Tinel,tripped,"'u.s.t. located at 2% chord, l.s.t. located at 5% chord'",0.02,0.05,199966,-4.06,0.352,0.0169,bm05011.dat
vol4,fx63137_tf_drg.txt,FX 63-137 (C),fx63137,Y. Tinel,tripped,"'u.s.t. located at 2% chord, l.s.t. located at 5% chord'",0.02,0.05,199966,-3.0,0.462,0.0155,bm05011.dat
vol4,fx63137_tf_drg.txt,FX 63-137 (C),fx63137,Y. Tinel,tripped,"'u.s.t. located at 2% chord, l.s.t. located at 5% chord'",0.02,0.05,199966,-2.05,0.561,0.0152,bm05011.dat
vol4,fx63137_tf_drg.txt,FX 63-137 (C),fx63137,Y. Tinel,tripped,"'u.s.t. located at 2% chord, l.s.t. located at 5% chord'",0.02,0.05,199966,-1.0,0.67,0.0147,bm05011.dat
vol4,fx63137_tf_drg.txt,FX 63-137 (C),fx63137,Y. Tinel,tripped,"'u.s.t. located at 2% chord, l.s.t. located at 5% chord'",0.02,0.05,199966,0.08,0.787,0.0139,bm05011.dat
vol4,fx63137_tf_drg.txt,FX 63-137 (C),fx63137,Y. Tinel,tripped,"'u.s.t. located at 2% chord, l.s.t. located at 5% chord'",0.02,0.05,199966,1.06,0.883,0.0146,bm05011.dat
vol4,fx63137_tf_drg.txt,FX 63-137 (C),fx63137,Y. Tinel,tripped,"'u.s.t. located at 2% chord, l.s.t. located at 5% chord'",0.02,0.05,199966,2.13,0.971,0.0155,bm05011.dat
vol4,fx63137_tf_drg.txt,FX 63-137 (C),fx63137,Y. Tinel,tripped,"'u.s.t. located at 2% chord, l.s.t. located at 5% chord'",0.02,0.05,199966,3.11,1.04,0.0186,bm05011.dat
vol4,fx63137_tf_drg.txt,FX 63-137 (C),fx63137,Y. Tinel,tripped,"'u.s.t. located at 2% chord, l.s.t. located at 5% chord'",0.02,0.05,199966,4.12,1.119,0.02,bm05011.dat
vol4,fx63137_tf_drg.txt,FX 63-137 (C),fx63137,Y. Tinel,tripped,"'u.s.t. located at 2% chord, l.s.t. located at 5% chord'",0.02,0.05,199966,5.13,1.197,0.0221,bm05011.dat
vol4,fx63137_tf_drg.txt,FX 63-137 (C),fx63137,Y. Tinel,tripped,"'u.s.t. located at 2% chord, l.s.t. located at 5% chord'",0.02,0.05,199966,6.16,1.263,0.0251,bm05011.dat
vol4,fx63137_tf_drg.txt,FX 63-137 (C),fx63137,Y. Tinel,tripped,"'u.s.t. located at 2% chord, l.s.t. located at 5% chord'",0.02,0.05,199966,7.17,1.325,0.0284,bm05011.dat
vol4,fx63137_tf_drg.txt,FX 63-137 (C),fx63137,Y. Tinel,tripped,"'u.s.t. located at 2% chord, l.s.t. located at 5% chord'",0.02,0.05,199966,8.17,1.376,0.0328,bm05011.dat
vol4,fx63137_tf_drg.txt,FX 63-137 (C),fx63137,Y. Tinel,tripped,"'u.s.t. located at 2% chord, l.s.t. located at 5% chord'",0.02,0.05,199966,9.23,1.413,0.0416,bm05011.dat
vol4,fx63137_tf_drg.txt,FX 63-137 (C),fx63137,Y. Tinel,tripped,"'u.s.t. located at 2% chord, l.s.t. located at 5% chord'",0.02,0.05,199966,10.2,1.437,0.0562,bm05011.dat
vol4,fx63137_tf_drg.txt,FX 63-137 (C),fx63137,Y. Tinel,tripped,"'u.s.t. located at 2% chord, l.s.t. located at 5% chord'",0.02,0.05,350058,-7.15,-0.033,0.0711,bm05013.dat
vol4,fx63137_tf_drg.txt,FX 63-137 (C),fx63137,Y. Tinel,tripped,"'u.s.t. located at 2% chord, l.s.t. located at 5% chord'",0.02,0.05,350058,-6.07,0.139,0.0158,bm05013.dat
vol4,fx63137_tf_drg.txt,FX 63-137 (C),fx63137,Y. Tinel,tripped,"'u.s.t. located at 2% chord, l.s.t. located at 5% chord'",0.02,0.05,350058,-5.09,0.248,0.0142,bm05013.dat
vol4,fx63137_tf_drg.txt,FX 63-137 (C),fx63137,Y. Tinel,tripped,"'u.s.t. located at 2% chord, l.s.t. located at 5% chord'",0.02,0.05,350058,-4.07,0.364,0.0121,bm05013.dat
vol4,fx63137_tf_drg.txt,FX 63-137 (C),fx63137,Y. Tinel,tripped,"'u.s.t. located at 2% chord, l.s.t. located at 5% chord'",0.02,0.05,350058,-3.05,0.479,0.0119,bm05013.dat
vol4,fx63137_tf_drg.txt,FX 63-137 (C),fx63137,Y. Tinel,tripped,"'u.s.t. located at 2% chord, l.s.t. located at 5% chord'",0.02,0.05,350058,-2.0,0.581,0.0115,bm05013.dat
vol4,fx63137_tf_drg.txt,FX 63-137 (C),fx63137,Y. Tinel,tripped,"'u.s.t. located at 2% chord, l.s.t. located at 5% chord'",0.02,0.05,350058,-1.0,0.666,0.0129,bm05013.dat
vol4,fx63137_tf_drg.txt,FX 63-137 (C),fx63137,Y. Tinel,tripped,"'u.s.t. located at 2% chord, l.s.t. located at 5% chord'",0.02,0.05,350058,0.03,0.759,0.0149,bm05013.dat
vol4,fx63137_tf_drg.txt,FX 63-137 (C),fx63137,Y. Tinel,tripped,"'u.s.t. located at 2% chord, l.s.t. located at 5% chord'",0.02,0.05,350058,1.07,0.855,0.016,bm05013.dat
vol4,fx63137_tf_drg.txt,FX 63-137 (C),fx63137,Y. Tinel,tripped,"'u.s.t. located at 2% chord, l.s.t. located at 5% chord'",0.02,0.05,350058,2.11,0.95,0.0173,bm05013.dat
vol4,fx63137_tf_drg.txt,FX 63-137 (C),fx63137,Y. Tinel,tripped,"'u.s.t. located at 2% chord, l.s.t. located at 5% chord'",0.02,0.05,350058,3.12,1.042,0.0188,bm05013.dat
vol4,fx63137_tf_drg.txt,FX 63-137 (C),fx63137,Y. Tinel,tripped,"'u.s.t. located at 2% chord, l.s.t. located at 5% chord'",0.02,0.05,350058,4.13,1.129,0.0207,bm05013.dat
vol4,fx63137_tf_drg.txt,FX 63-137 (C),fx63137,Y. Tinel,tripped,"'u.s.t. located at 2% chord, l.s.t. located at 5% chord'",0.02,0.05,350058,5.14,1.205,0.0225,bm05013.dat
vol4,fx63137_tf_drg.txt,FX 63-137 (C),fx63137,Y. Tinel,tripped,"'u.s.t. located at 2% chord, l.s.t. located at 5% chord'",0.02,0.05,350058,6.16,1.289,0.0248,bm05013.dat
